index,fish-a1-002,fish-a2-029,fish-b1-158,fish-b2-171,fish-c1-008,fish-c2-018,larvae-18BG,larvae-23BGD
4076,0.90878,0.884567,0.86755,0.929864,0.876,0.78533,0.52,0.461538
4077,0.856335,0.862893,0.829268,0.922907,0.79717,0.745852,0.728261,0.73913
4078,0.882939,0.882517,0.876176,0.932432,0.848456,0.820034,0.648,0.47561
4079,0.873529,0.875201,0.851658,0.902813,0.808461,0.790371,0.615385,0.54386
4080,0.785714,0.78866,0.735043,0.801075,0.719149,0.582456,0.807692,0.875
4081,0.682111,0.742243,0.740541,0.719008,0.635154,0.644099,0.15942,0.086957
4082,0.578348,0.602787,0.421829,0.684685,0.371824,0.350282,0.112903,0.277778
4083,0.462963,0.579787,0.321839,0.597938,0.352941,0.301887,0.090909,0.166667
4084,0.586667,0.63522,0.340426,0.6,0.475,0.241935,0.208333,0.4
4085,0.5,0.571429,0.388889,0.621212,0.545455,0.361111,0.285714,0.4
4086,0.754839,0.786207,0.853659,0.776471,0.642857,0.884615,0.777778,0.794872
4087,0.820084,0.882609,0.902954,0.870968,0.772727,0.886154,0.848837,0.927273
4088,0.841424,0.853166,0.81054,0.865909,0.771582,0.779559,0.870166,0.794258
4089,0.818468,0.838577,0.782178,0.829646,0.756614,0.735409,0.84097,0.84186
4090,0.706288,0.721294,0.680227,0.801512,0.638298,0.659744,0.402893,0.358156
4091,0.632054,0.645522,0.540342,0.618474,0.577055,0.435714,0.815789,0.84507
4092,0.723473,0.684307,0.649446,0.760736,0.625369,0.452229,0.830986,0.714286
4093,0.777409,0.742747,0.679842,0.803797,0.71,0.5,0.907692,0.918919
4094,0.74744,0.735471,0.704167,0.787097,0.690141,0.524164,0.815385,0.916667
4095,0.728395,0.749373,0.712195,0.798507,0.726852,0.483871,0.867925,0.896552
4096,0.427928,0.742857,0.695,0.757576,0.683417,0.434286,0.882353,0.965517
4097,0.69378,0.714674,0.666667,0.744186,0.593407,0.422619,0.36,0.931034
4098,0.726776,0.688272,0.662857,0.686441,0.586957,0.375,0.895833,0.925926
4099,0.355556,0.494764,0.61157,0.649485,0.535714,0.485714,0.827586,0.666667
4100,0.50101,0.512745,0.645084,0.558824,0.537906,0.699422,0.530806,0.483051
4101,0.728571,0.655,0.782779,0.724816,0.705314,0.785124,0.675573,0.6
4102,0.75,0.73399,0.57,0.868613,0.599359,0.503472,0.858586,0.88
4103,0.664706,0.640199,0.542636,0.703297,0.503817,0.479339,0.84375,0.888889
4104,0.837607,0.760518,0.60396,0.789474,0.676923,0.592593,0.880952,0.833333
4105,0.730769,0.696429,0.714286,0.716667,0.545455,0.540541,0.90625,0.8125
4106,0.75632,0.748336,0.691574,0.694346,0.670962,0.662938,0.769886,0.811224
4107,0.809621,0.796032,0.819184,0.8327,0.743274,0.768421,0.888179,0.890052
4108,0.756839,0.741088,0.690068,0.811268,0.656,0.587169,0.842932,0.850467
4109,0.780749,0.759657,0.664078,0.807947,0.639098,0.595668,0.837349,0.853933
4110,0.010204,0.008811,0,0,0,0.028571,0,0
4111,0,0.018634,0.007692,0.010204,0.018868,0.012821,0,0
4112,0.005865,0.012966,0.005952,0.014634,0.01566,0.014423,0,0
4113,0.002469,0.016736,0.011848,0.004032,0.008977,0.014035,0,0
4114,0.055363,0.057232,0.013841,0.028986,0.049577,0.047569,0.020725,0
4115,0.005405,0.026734,0.009744,0.009662,0.011414,0.009901,0.004082,0
4116,0.012387,0.026163,0.007583,0.006356,0.010768,0.057999,0.075085,0.022727
4117,0.014374,0.069599,0.009471,0.014,0.015179,0.016586,0.003096,0.009569
4118,0.01971,0.042044,0.006245,0.008081,0.015439,0.013123,0.009174,0.004762
4119,0.004386,0.006048,0.000827,0.002083,0.01101,0.01157,0.003135,0.004926
4120,0,0.016334,0.006711,0.020231,0.026786,0.020016,0,0.02
4121,0.007937,0.00783,0.00578,0.01087,0.006033,0.008906,0.004878,0
4122,0,0.004695,0.020833,0,0,0,0,0
4123,0.012195,0.01005,0,0.040816,0.028571,0,0,0
4124,0.040541,0.005348,0,0,0.033333,0,0,0
4125,0.007143,0.0125,0,0.010101,0.013514,0.067961,0,0
4126,0.036364,0.044944,0.040541,0.025,0.03321,0.059561,0.014286,0
4127,0.013029,0.022495,0.016807,0.01676,0.029126,0.022161,0.013333,0.023256
4128,0.019355,0.03854,0.020661,0.010989,0.019231,0.024725,0.013333,0
4129,0.015674,0.013834,0.004098,0.015544,0.019108,0.044974,0,0
4130,0.008197,0.018933,0.026119,0.008889,0.013298,0.019231,0,0.03125
4131,0.013263,0.022071,0.021978,0.008811,0.020833,0.024896,0,0.044118
4132,0.014993,0.015369,0.003077,0.011461,0.010664,0.004892,0.005464,0
4133,0.007491,0.00692,0.004994,0.007712,0.00695,0.00571,0.004695,0
4134,0.006985,0.011102,0.015784,0.007143,0.00968,0.013889,0.012605,0.01227
4135,0.007895,0.021495,0.014337,0.008646,0.010621,0.025032,0.012097,0
4136,0.00135,0.010466,0.015276,0.002994,0.005063,0.010349,0,0.007752
4137,0.023121,0.015306,0.01083,0.009772,0.019048,0.022949,0.010695,0
4138,0,0.007278,0.001838,0.008621,0.00369,0.00361,0,0.017544
4139,0.00237,0.00905,0.009416,0,0.005859,0.007653,0,0
4140,0,0.008197,0.005571,0.00578,0.00627,0.020455,0,0
4141,0.005747,0.011858,0.008065,0.009009,0,0.006667,0,0
4142,0,0.018605,0.021277,0,0,0,0,0.083333
4143,0.013699,0.015504,0.020408,0,0,0,0,0
4144,0.008547,0.005747,0,0,0.017316,0.003759,0.008,0.03125
4145,0.041494,0.022727,0.004808,0.035088,0.034483,0.011278,0,0.015385
4146,0.006061,0.015244,0.007435,0.014151,0.006135,0.008,0,0
4147,0.008043,0.009602,0.013289,0.008439,0.005181,0.015801,0,0
4148,0.010417,0.013752,0.009412,0.006757,0.014433,0.010101,0,0
4149,0.004367,0.006971,0.00479,0,0.005632,0.010383,0.008021,0
4150,0.014512,0.011278,0.007874,0.020725,0.006525,0.012315,0.006969,0
4151,0.049505,0.039627,0.017391,0.026786,0.04902,0.015873,0,0
4152,0.065041,0.053942,0,0.035088,0.040816,0,0.021739,0.045455
4153,0,0.017143,0,0,0.05,0,0,0
4154,0.727392,0.733735,0.631579,0.710059,0.708591,0.703901,0.565625,0.60625
4155,0.806329,0.820018,0.782258,0.764706,0.796403,0.76443,0.807018,0.865248
4156,0.809584,0.826446,0.790323,0.782716,0.808199,0.775084,0.818841,0.87234
4157,0.704246,0.749751,0.658789,0.678947,0.727533,0.718553,0.671171,0.74
4158,0.689252,0.748948,0.721649,0.67451,0.720848,0.718433,0.676471,0.84
4159,0.746356,0.686186,0.677885,0.776224,0.639576,0.474286,0.83945,0.831461
4160,0.793985,0.828734,0.71024,0.803333,0.733244,0.650602,0.8675,0.948864
4161,0.665779,0.72807,0.656311,0.732759,0.633526,0.605585,0.87905,0.894737
4162,0.929134,0.906722,0.440529,0.440191,0.896985,0.428115,0.913043,0.87
4163,0.687954,0.720238,0.692837,0.705736,0.668468,0.645437,0.789308,0.666667
4164,0.670918,0.662651,0.649433,0.660754,0.648163,0.605263,0.753968,0.645714
4165,0.598055,0.653785,0.54661,0.647541,0.640687,0.627168,0.515152,0.361111
4166,0.51963,0.842262,0.804408,0.869718,0.786469,0.78427,0.794118,0.342857
4167,0.857955,0.868154,0.796053,0.748299,0.722689,0.670213,0.454545,0.660714
4168,0.47619,0.47619,0.347222,0.608108,0.24,0.162791,0.571429,0.666667
4169,0.521739,0.517647,0.419753,0.590909,0.309091,0.217391,0.604167,0.678571
4170,0.517647,0.547684,0.467213,0.645161,0.4,0.237113,0.671642,0.714286
4171,0.565934,0.555263,0.524194,0.729323,0.446154,0.305556,0.76,0.852941
4172,0.662162,0.639485,0.634831,0.802469,0.491228,0.305195,0.826087,0.8
4173,0.569659,0.541806,0.486957,0.680751,0.436364,0.366534,0.816667,0.847458
4174,0.786004,0.740575,0.652564,0.773481,0.763409,0.697225,0.824121,0.842932
4175,0.671429,0.635135,0.568627,0.757576,0.582524,0.483871,0.869565,0.9375
4176,0.859327,0.810547,0.844237,0.806763,0.77761,0.755245,0.952381,0.824324
4177,0.204082,0.281768,0.066667,0.159091,0.139535,0.297872,0.757576,0.818182
4178,0.284861,0.33869,0.157088,0.204633,0.363328,0.345576,0.591195,0.639535
4179,0.342857,0.362445,0.197509,0.210526,0.385794,0.403026,0.771739,0.777778
4180,0.369958,0.380757,0.227666,0.250667,0.410837,0.442871,0.614545,0.669118
4181,0.367847,0.370994,0.2151,0.227979,0.385129,0.43956,0.546926,0.685714
4182,0.38285,0.374384,0.239474,0.255269,0.420966,0.463918,0.341207,0.390533
4183,0.365639,0.352151,0.213924,0.235294,0.3673,0.418398,0.496629,0.509804
4184,0.353982,0.381443,0.28,0.233898,0.41958,0.559607,0.816406,0.816176
4185,0.71875,0.646067,0.7,0.690909,0.607143,0.477273,0.761905,0.689655
4186,0.679739,0.636024,0.554893,0.616279,0.490991,0.493809,0.791667,0.699507
4187,0.816506,0.804727,0.7254,0.821124,0.761929,0.694188,0.950324,0.921162
4188,0.727485,0.757824,0.67029,0.650206,0.72879,0.732061,0.866044,0.890625
4189,0.558824,0.591195,0.572093,0.672269,0.427027,0.417969,0.065789,0.090909
4190,0.259259,0.238426,0.155797,0.264516,0.300341,0.340633,0.067961,0.1
4191,0.830128,0.809322,0.885827,0.862319,0.820093,0.785366,0.119048,0.108108
4192,0.823529,0.796657,0.832461,0.888889,0.810169,0.815603,0.15,0.148148
4193,0.808917,0.767717,0.840909,0.936709,0.756757,0.853333,0.15942,0.095238
4194,0.9625,0.925466,0.919355,0.931818,0.893617,0.890909,0.723404,0.833333
4195,0.850575,0.73494,0.577778,0.862745,0.681818,0.464286,0.92,0.857143
4196,0.820197,0.792768,0.732075,0.89899,0.740741,0.635417,0.893617,0.943182
4197,0.804971,0.752796,0.667702,0.761194,0.638623,0.62768,0.895288,0.896552
4198,0.829741,0.811284,0.662125,0.84472,0.720675,0.628647,0.875,0.89
4199,0.89571,0.879426,0.828836,0.891396,0.842549,0.823878,0.964552,0.963696
4200,0.903766,0.89152,0.821948,0.886713,0.839506,0.82064,0.956672,0.95098
4201,0.471429,0.761194,0.644068,0.380952,0.5,0.481481,0.931818,0.9
4202,0.792308,0.781893,0.685484,0.906667,0.604938,0.454545,0.865672,1
4203,0.756663,0.787092,0.756294,0.77193,0.672785,0.698447,0.936782,0.946309
4204,0.733209,0.73208,0.656566,0.774704,0.673028,0.714286,0.954357,0.979167
4205,0.815145,0.810596,0.84345,0.818584,0.78479,0.839344,0.945274,0.952381
4206,0.864662,0.849854,0.818815,0.879808,0.814745,0.854749,0.971098,0.973333
4207,0.956332,0.943052,0.953757,0.983333,0.964286,0.957143,0.988764,1
4208,0.965517,0.9675,0.948387,1,0.959302,0.988024,0.948052,0.964286
4209,0.95082,0.970667,0.965986,0.96,0.936306,0.987179,0.986301,1
4210,0.702128,0.669811,0.606061,0.72,0.607143,0.333333,0.857143,1
4211,0.287081,0.17402,0.235602,0.23,0.167959,0.108696,0.78481,0.903226
4212,0.446809,0.324528,0.367893,0.347826,0.297735,0.165165,0.876033,0.796296
4213,0.233161,0.10221,0.187845,0.170732,0.10804,0.119593,0.90991,0.830189
4214,0.733333,0.735955,0.72,0.727273,0.8,0.515152,0.69697,1
4215,0.785047,0.673387,0.608696,0.651515,0.702703,0.509091,0.705882,0.647059
4216,0.755365,0.8,0.712575,0.819549,0.75,0.593407,0.902439,0.9
4217,0.765166,0.727485,0.715217,0.77931,0.701794,0.559783,0.824324,0.836538
4218,0.843175,0.831591,0.836207,0.824121,0.791787,0.772549,0.757856,0.777372
4219,0.901193,0.875211,0.854512,0.925926,0.878113,0.827357,0.901639,0.920455
4220,0.910526,0.910638,0.872483,0.840426,0.911111,0.477876,0.965517,1
4221,0.640167,0.720953,0.628571,0.706714,0.618102,0.560465,0.832298,0.835443
4222,0.886705,0.853925,0.872475,0.847534,0.838424,0.854515,0.911504,0.895
4223,0.879017,0.846872,0.776471,0.792642,0.835498,0.862857,0.946524,0.948052
4224,0.707921,0.646067,0.587336,0.662132,0.54089,0.479675,0.608247,0.593583
4225,0.893987,0.854376,0.848958,0.867876,0.822581,0.797066,0.451362,0.446429
4226,0.9375,0.955908,0.915663,0.90566,0.961957,0.870056,0.981481,0.955556
4227,0.715517,0.526316,0.308411,0.518519,0.5,0.513043,0.862745,0.85
4228,0.448399,0.402672,0.218884,0.365854,0.385382,0.393531,0.851064,0.868421
4229,0.841545,0.62172,0.785897,0.775,0.67636,0.722042,0.88255,0.844595
4230,0.747748,0.7897,0.616438,0.723077,0.527778,0.363636,0.897436,0.857143
4231,0.642857,0.629179,0.511628,0.528302,0.44375,0.352564,0.709677,0.65
4232,0.860987,0.81137,0.770445,0.889571,0.784496,0.698113,0.80663,0.830688
4233,0.875321,0.882398,0.777363,0.884932,0.821854,0.770046,0.838308,0.825472
4234,0.881313,0.864048,0.787049,0.913279,0.816248,0.769737,0.85514,0.869955
4235,0.876731,0.853242,0.80579,0.833333,0.819516,0.75971,0.90137,0.863415
4236,0.88456,0.864602,0.846341,0.894389,0.851031,0.815217,0.864865,0.921875
4237,0.829412,0.778711,0.847222,0.758242,0.75,0.781022,0.859504,0.928571
4238,0.587209,0.65641,0.506579,0.76699,0.564516,0.377049,0.857143,0.861111
4239,0.794344,0.800275,0.73125,0.784404,0.745921,0.560706,0.861111,0.90625
4240,0.890971,0.882755,0.880052,0.910744,0.853187,0.795933,0.947674,0.977492
4241,0.895267,0.869958,0.870515,0.896078,0.860863,0.819257,0.955017,0.973978
4242,0.566351,0.546108,0.491315,0.545455,0.466844,0.325073,0.748571,0.821053
4243,0.614089,0.596154,0.544068,0.649315,0.509244,0.451852,0.865942,0.886525
4244,0.834783,0.844086,0.740602,0.861027,0.826531,0.79397,0.934066,0.926316
4245,0.923645,0.884793,0.918768,0.941964,0.891697,0.872093,0.861111,0.824561
4246,0.876081,0.889091,0.860544,0.886598,0.852732,0.858586,0.905263,0.911111
4247,0.927419,0.869663,0.880734,0.853503,0.832192,0.880597,0.871795,0.794118
4248,0.851351,0.811321,0.862745,0.796875,0.866667,0.866667,0.710526,0.8
4249,0.9,0.90099,0.93617,0.885246,0.923077,0.928571,0.75,0.666667
4250,0.721311,0.660606,0.566667,0.647059,0.533333,0.372093,0.487805,0.315789
4251,0.808824,0.657459,0.585106,0.694444,0.6,0.431034,0.690476,0.5
4252,0.751938,0.756554,0.701389,0.866667,0.598765,0.533333,0.486486,0.615385
4253,0.745342,0.772455,0.694611,0.716049,0.654867,0.544601,0.404494,0.431373
4254,0.761062,0.780142,0.705584,0.810811,0.660494,0.567308,0.495327,0.45614
4255,0.677686,0.753695,0.64759,0.719388,0.578859,0.569892,0.346154,0.308511
4256,0.864682,0.723993,0.623641,0.542141,0.836521,0.767785,0.344633,0.282723
4257,0.890063,0.614144,0.517778,0.508651,0.842781,0.782864,0.325926,0.269231
4258,0.181208,0.28777,0.355556,0.467532,0.11828,0.071429,0,0
4259,0.167331,0.335648,0.527027,0.485294,0.172414,0.08867,0,0
4260,0.136832,0.297343,0.53271,0.427336,0.1305,0.131409,0.021236,0.022059
4261,0.116279,0.178178,0.518919,0.357746,0.103878,0.088983,0.003704,0.007143
4262,0.064935,0.064516,0.528926,0.284722,0.032468,0.051724,0.017857,0
4263,0.02439,0.09816,0.422222,0.294643,0.035714,0.09,0,0
4264,0.115044,0.212851,0.538462,0.4375,0.108696,0.080645,0,0
4265,0.957143,0.939227,0.883721,0.871795,1,0.909091,0.972973,1
4266,0.838983,0.854962,0.896552,0.875,0.84375,0.780822,0.87037,0.8
4267,0.873838,0.865737,0.75,0.854342,0.844618,0.78939,0.942387,0.934211
4268,0.863636,0.876122,0.651272,0.86965,0.814998,0.785864,0.915966,0.945833
4269,0.867593,0.879607,0.776493,0.910714,0.839386,0.7641,0.923077,0.956522
4270,0.675545,0.662321,0.573487,0.779412,0.588138,0.497925,0.838983,0.816092
4271,0.480874,0.554566,0.49697,0.712871,0.443262,0.37619,0.921569,0.666667
4272,0.592,0.64,0.607843,0.761905,0.466102,0.401961,0.771429,0.653846
4273,0.506024,0.453659,0.918367,0.509434,0.875,0.902439,0.972222,0
4274,0.912127,0.898515,0.922897,0.948553,0.907131,0.826389,0.959641,0.954545
4275,0.949438,0.906468,0.920266,0.92562,0.916947,0.867377,0.978102,0.966667
4276,0.942436,0.914019,0.897015,0.913158,0.901198,0.858499,0.978022,0.968992
4277,0.855607,0.821978,0.826861,0.895349,0.836683,0.767396,0.952191,0.92
4278,0.843206,0.802521,0.666667,0.855422,0.74463,0.605263,0.860215,0.888889
4279,0.508621,0.722892,0.91954,0.767857,0.676471,0.773585,0,0.04
4280,0.708333,0.824903,0.94382,0.915254,0.861111,0.883333,0,0.08
4281,0.618852,0.721348,0.911439,0.874126,0.731884,0.840989,0.084034,0.035714
4282,0.638554,0.73102,0.925,0.876712,0.751748,0.841549,0.1,0.034483
4283,0.721003,0.744863,0.798956,0.814815,0.773128,0.771488,0.1,0.1
4284,0.802343,0.813093,0.85277,0.885417,0.778399,0.774325,0.092664,0.077465
4285,0.886878,0.862654,0.827699,0.903766,0.805259,0.768703,0.091667,0.122449
4286,0.886139,0.859907,0.79802,0.892593,0.791766,0.72393,0.09795,0.105727
4287,0.883542,0.802492,0.733465,0.90689,0.783324,0.691841,0.08977,0.152
4288,0.865088,0.844218,0.719139,0.892276,0.778135,0.625403,0.105932,0.13278
4289,0.771593,0.740872,0.671875,0.79927,0.655405,0.491135,0.09319,0.121622
4290,0.713178,0.641791,0.701571,0.6625,0.614232,0.476793,0.096296,0.086207
4291,0.75,0.652733,0.641221,0.635514,0.592593,0.405405,0.0625,0.083333
4292,0.84135,0.78744,0.792562,0.826154,0.756479,0.7,0.738197,0.741036
4293,0.745946,0.757515,0.608434,0.781513,0.60221,0.412429,0.64486,0.65
4294,0.829114,0.738208,0.676471,0.792453,0.637097,0.403361,0.474747,0.588235
4295,0.918182,0.951327,0.810345,0.925,0.842105,0.917808,0.342105,0.380952
4296,0.929204,0.894958,0.934426,0.883721,0.869048,0.901235,0.263158,0.272727
4297,0.92562,0.920319,0.854839,0.942529,0.885417,0.930693,0.25641,0.454545
4298,0.959799,0.920398,0.882051,0.954887,0.919643,0.93,0.107692,0.15
4299,0.924471,0.890017,0.857971,0.927602,0.911278,0.851623,0.136364,0.149254
4300,0.971429,0.928333,0.907609,0.950617,0.93353,0.892638,0.25,0.267606
4301,0.935091,0.919255,0.899598,0.957746,0.913282,0.860041,0.3,0.261905
4302,0.949343,0.911935,0.88932,0.926667,0.906282,0.869025,0.198582,0.172043
4303,0.899836,0.862217,0.826549,0.863501,0.827324,0.775153,0.160714,0.136752
4304,0.877427,0.813533,0.719041,0.894866,0.739955,0.72147,0.119149,0.194631
4305,0.819066,0.790698,0.719424,0.896154,0.701133,0.667413,0.216667,0.304878
4306,0.793939,0.794451,0.741463,0.869048,0.717293,0.678066,0.181034,0.266667
4307,0.728,0.677824,0.587719,0.730769,0.631579,0.404255,0.75,0.652174
4308,0.034884,0.02381,0,0.013699,0,0,0,0
4309,0.015,0.014765,0.006557,0.004386,0,0.002188,0.007246,0
4310,0.012069,0.009242,0.002114,0.003247,0.002469,0.002424,0,0
4311,0,0.002616,0,0,0.006536,0.0022,0.004255,0.007634
4312,0.00936,0.003393,0.005758,0.008902,0,0.004202,0,0
4313,0.002016,0.005441,0.002392,0.00211,0.001813,0.001919,0.004975,0.007874
4314,0.001667,0.002643,0.006772,0,0.002265,0.003567,0.013453,0.022556
4315,0,0.003308,0,0.00369,0.004438,0.009709,0,0
4316,0.002257,0.002283,0.003215,0.003968,0,0,0,0
4317,0.007126,0.010702,0.003322,0.004219,0,0.003442,0,0
4318,0,0.002516,0.003401,0,0.001645,0,0,0
4319,0,0.00152,0,0,0,0.009132,0.017857,0.015152
4320,0.009009,0.010776,0,0.007634,0.019802,0,0,0
4321,0,0.02521,0,0.018519,0.016667,0.012658,0,0
4322,0.016807,0.00495,0.00885,0.024691,0.007299,0,0,0
4323,0.006993,0.008032,0,0,0,0,0,0
4324,0.010695,0.003125,0,0.008929,0,0,0.029412,0
4325,0.009569,0.002632,0.007937,0,0,0.005168,0,0
4326,0.009217,0.005013,0.007547,0.015873,0,0,0,0
4327,0.008065,0.008677,0.003247,0.006944,0.007937,0,0,0
4328,0,0.008032,0.002899,0.006667,0.003676,0.003546,0,0
4329,0.007407,0.009524,0.005602,0,0.001764,0.003401,0,0
4330,0.005602,0.014641,0.005825,0.010582,0.003546,0.004673,0,0
4331,0.005391,0.014124,0.005639,0.010152,0.006615,0.005525,0,0
4332,0.002506,0.013477,0.003663,0.004808,0.006342,0.00533,0,0
4333,0,0.014035,0.001642,0.008511,0.005863,0.003463,0,0
4334,0.004098,0.014607,0,0,0.001584,0.004975,0,0
4335,0.007974,0.008905,0.003686,0.009288,0.004144,0.0031,0,0
4336,0.001538,0.010526,0.004957,0.003058,0.001743,0.004227,0,0
4337,0.005229,0.009797,0.002294,0.002506,0.003445,0.004224,0.004425,0
4338,0.003827,0.008785,0.005476,0.002404,0.00098,0.002615,0,0
4339,0.00361,0.010578,0.002304,0.002336,0.003385,0.007258,0,0
4340,0.005038,0.007818,0.001272,0,0.002096,0.001117,0.008299,0.006579
4341,0.005083,0.005076,0.003745,0,0.003295,0.006325,0.004367,0.007042
4342,0.003436,0.009018,0.003795,0,0.003976,0.004794,0,0
4343,0,0.005871,0,0.005495,0.00692,0,0,0
4344,0.008065,0.015038,0,0,0.016484,0.004274,0.014925,0
4345,0,0.010949,0,0.010638,0,0,0,0.032258
4346,0,0.009091,0,0,0,0,0,0.052632
4347,0,0.016484,0,0,0,0.013699,0.033333,0
4348,0.885714,0.878531,0.872727,0.854701,0.855705,0.843511,0.929825,0.92
4349,0.810585,0.8,0.838509,0.513514,0.790036,0.77551,0.90625,0.911111
4350,0.872564,0.844976,0.874696,0.936842,0.831317,0.77459,0.89881,0.910112
4351,0.881503,0.843985,0.860806,0.929134,0.808855,0.756977,0.892216,0.897727
4352,0.811927,0.83501,0.814767,0.896458,0.763224,0.714557,0.902439,0.880952
4353,0.665017,0.761099,0.753004,0.717877,0.636364,0.596785,0.848101,0.759036
4354,0.662763,0.698972,0.669811,0.776471,0.585816,0.516974,0.830769,0.848485
4355,0.692308,0.705382,0.584034,0.776923,0.546154,0.507246,0.780488,0.913043
4356,0.909266,0.916207,0.888268,0.923404,0.895455,0.850694,0.941176,0.923077
4357,0.812403,0.777879,0.778243,0.799363,0.766055,0.702206,0.8,0.954545
4358,0.855263,0.860771,0.87242,0.919075,0.835498,0.805936,0.75,1
4359,0.707317,0.645422,0.610902,0.685801,0.591814,0.487861,0.772727,0.913043
4360,0.925419,0.900185,0.86637,0.928367,0.88064,0.740558,0.863636,0.906863
4361,0.921084,0.910037,0.874603,0.946429,0.880671,0.863382,0.956954,0.987013
4362,0.893733,0.850683,0.799263,0.89604,0.816647,0.796053,0.882353,0.924883
4363,0.853543,0.803983,0.801782,0.867052,0.725678,0.747164,0.891566,0.963158
4364,0.771795,0.694859,0.766234,0.839506,0.632588,0.662577,0.715736,0.909091
4365,0,0,0,0,0,0,0,0
4366,0,0.004367,0,0,0,0,0,0
4367,0.009346,0.003953,0.02,0,0.010309,0.013158,0,0
4368,0,0,0,0,0,0,0,0
4369,0,0.003205,0,0,0,0,0,0
4370,0,0,0,0.013514,0,0.008696,0,0
4371,0.004717,0.015317,0.008621,0,0.004329,0.005525,0.012048,0
4372,0,0.002101,0.008403,0,0,0,0,0
4373,0.004255,0.00996,0,0,0.003759,0,0.041667,0
4374,0.00716,0.001241,0,0.005,0,0.002564,0,0
4375,0,0.000951,0,0,0.001441,0.005181,0.005376,0
4376,0.000924,0.001515,0.003713,0.001988,0.002654,0.00252,0.002188,0
4377,0.000824,0.002736,0.002252,0,0.001867,0.003339,0,0.002857
4378,0.001675,0.002395,0.002107,0.001764,0.001019,0.0029,0,0
4379,0.003521,0.001991,0.001076,0.00369,0.006989,0.003016,0.010753,0.021021
4380,0.011317,0.015169,0.018072,0.010661,0.006423,0.00432,0.005128,0.003497
4381,0.005682,0.006472,0.005,0.004926,0.004167,0,0.006536,0.013514
4382,0.00597,0.001706,0.005155,0,0.004348,0.004651,0,0
4383,0.436364,0.669725,0.448276,0.475,0.485714,0.612903,0.111111,0.2
4384,0.625668,0.56917,0.38843,0.694915,0.579592,0.540323,0.057143,0
4385,0.494033,0.443976,0.291536,0.458525,0.45187,0.472939,0.191223,0.263889
4386,0.586598,0.559033,0.37546,0.62069,0.547736,0.584656,0.330864,0.278075
4387,0.501042,0.469039,0.305556,0.516736,0.476464,0.529375,0.306905,0.260116
4388,0.560411,0.522147,0.371958,0.621212,0.544732,0.592838,0.295019,0.252101
4389,0.366766,0.398256,0.288512,0.366279,0.369148,0.505385,0.17619,0.191919
4390,0.511041,0.50455,0.364973,0.533333,0.48539,0.592653,0.261538,0.217391
4391,0.679245,0.616953,0.446086,0.725806,0.651408,0.635481,0.484848,0.282051
4392,0.63354,0.648829,0.447059,0.705882,0.634615,0.376344,0.325581,0.388889
4393,0.958333,0.932773,0.921875,0.952381,0.833333,0.941176,0.911111,0.909091
4394,0.963415,0.912162,0.9625,0.960784,0.976744,0.929825,0.977778,1
4395,0.976744,0.954545,0.954545,0.921569,0.934783,0.954545,0.938776,0.933333
4396,0.892473,0.855491,0.948454,0.855072,0.872727,0.917647,0.876923,0.947368
4397,0.886179,0.86802,0.823077,0.848837,0.822222,0.852459,0.904762,0.928571
4398,0.892086,0.873563,0.842767,0.83,0.837209,0.906077,0.904348,0.914286
4399,0.893035,0.87108,0.862745,0.832599,0.847934,0.844327,0.895,0.941667
4400,0.904306,0.890792,0.821981,0.891641,0.832681,0.78589,0.875421,0.857895
4401,0.813582,0.779483,0.74677,0.814554,0.760576,0.66561,0.796296,0.814208
4402,0.725714,0.640351,0.6,0.72449,0.597403,0.435897,0.964286,0.928571
4403,0.699248,0.423358,0.666667,0.817073,0.704545,0.644444,0.438596,0.909091
4404,0.808989,0.89721,0.910853,0.961207,0.931727,0.881844,0.910569,0.9375
4405,0.740838,0.725429,0.698454,0.785185,0.718683,0.705628,0.639098,0.650273
4406,0.735772,0.709547,0.62987,0.719794,0.699108,0.681514,0.753906,0.754286
4407,0.743534,0.703511,0.678445,0.782772,0.736842,0.630013,0.803279,0.849462
4408,0.714286,0.682369,0.567084,0.700787,0.673522,0.567204,0.790909,0.818182
4409,0.547126,0.504881,0.400749,0.483607,0.512329,0.489177,0.588235,0.654762
4410,0.572034,0.546341,0.433333,0.571429,0.540373,0.4,0.78,0.657895
4411,0.599078,0.630491,0.498039,0.655172,0.599278,0.423664,0.782609,0.818182
4412,0.642424,0.659016,0.471503,0.572519,0.494444,0.424419,0.809524,0.740741
4413,0.353234,0.916418,0.515625,0.41844,0.390625,0.394161,0.115385,0.473684
4414,0.27665,0.781487,0.501333,0.393939,0.40378,0.418367,0.052239,0.064516
4415,0.175342,0.532967,0.329759,0.302817,0.299073,0.377578,0.014778,0.058824
4416,0.186732,0.527027,0.295956,0.39313,0.262542,0.218978,0.059211,0.089286
4417,0.202381,0.571848,0.257732,0.342105,0.299435,0.196262,0.057971,0
4418,0.217687,0.594982,0.302326,0.329897,0.29771,0.230216,0.068966,0.115385
4419,0.177778,0.582418,0.21875,0.376812,0.238095,0.223881,0,0
4420,0.1375,0.573171,0.327586,0.369231,0.254545,0.245902,0,0
4421,0.725664,0.635556,0.588235,0.738462,0.552941,0.375,0.947368,0.826087
4422,0.679545,0.535714,0.45898,0.332016,0.567407,0.624516,0.9125,0.910112
4423,0.825688,0.697885,0.753425,0.496644,0.669261,0.755418,0.902174,0.882353
